8/27/2025
12:47:23 PM



Time	v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13
3.020000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581512	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.664752	-2777.145107	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197
3.040000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581512	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2778.069538	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581512
3.060000	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-2747.175008	-2757.910136	-2748.851328	-2750.979794	-2759.164068	-2761.429092	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197
3.080000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.581512	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2778.069538	-10.581197	-10.580882	-10.581197	-10.580882	-10.581512	-10.580882
3.100000	-10.580882	-10.581512	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.581197	-2747.097063	-2757.988668	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2778.069538	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.581197
3.120000	-10.580882	-10.581197	-10.581512	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-2747.097063	-2757.910136	-2749.007643	-2750.901695	-2759.164068	-2761.507724	-2777.303043	-2778.069538	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197
3.140000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197
3.160000	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882
3.180000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197
3.200000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882
3.220000	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-2747.175008	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566
3.240000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580566	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.429092	-2777.145107	-2778.069538	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
3.260000	-10.580882	-10.580566	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-2747.097063	-2757.753311	-2748.929367	-2750.979794	-2759.085739	-2761.586119	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882
3.280000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2778.148651	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882
3.300000	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.910136	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882
3.320000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.581197	-10.580882	-10.580566	-10.580882	-10.580882	-10.580566	-10.581197	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.145107	-2778.069538	-10.580882	-10.580566	-10.580882	-10.580882	-10.580566	-10.581197
3.340000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882
3.360000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580566	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580566	-10.580882	-10.580882
3.380000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580566	-10.581197	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.586119	-2777.145107	-2778.069538	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882
3.400000	-10.580882	-10.580566	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.753311	-2748.773052	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197
3.420000	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.581197	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.979794	-2759.164068	-2761.586119	-2777.145107	-2778.069538	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
3.440000	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.831842	-2748.929367	-2750.979794	-2759.085739	-2761.586119	-2777.303043	-2777.990665	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882
3.460000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.429092	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197
3.480000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
3.500000	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.164068	-2761.586119	-2777.224194	-2777.911553	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197
3.520000	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580566	-10.580882	-10.580566	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.823359	-2759.085739	-2761.429092	-2777.224194	-2777.911553	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882
3.540000	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882
3.560000	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-2747.175008	-2757.753311	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197
3.580000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.586119	-2777.303043	-2778.069538	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
3.600000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
3.620000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
3.640000	-10.581197	-10.581197	-10.580882	-10.580566	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.581512	-10.580882	-2747.175008	-2757.910136	-2748.851328	-2750.823359	-2759.242634	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.581197	-10.581512	-10.580882
3.660000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882
3.680000	-10.580882	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.753311	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882
3.700000	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.581197	-2747.175008	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.581197
3.720000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580566	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580566
3.740000	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.164068	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
3.760000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197
3.780000	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
3.800000	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.823359	-2759.085739	-2761.586119	-2777.224194	-2778.069538	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
3.820000	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.175008	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
3.840000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580566	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580566
3.860000	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.018882	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
3.880000	-10.580566	-10.581197	-10.580882	-10.581197	-10.580882	-10.580566	-10.580566	-10.580566	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197	-2747.018882	-2757.910136	-2748.851328	-2750.979794	-2759.085739	-2761.429092	-2777.145107	-2777.911553	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197
3.900000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.145107	-2777.990665	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197
3.920000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.580566	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.007173	-2761.586119	-2777.224194	-2777.990665	-10.580566	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882
3.940000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.581512	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.429092	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.581512
3.960000	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581512	-2747.018882	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581512
3.980000	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.018882	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
4.000000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512	-10.581197
4.020000	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581512	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-2747.175008	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2778.148651	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566
4.040000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.429092	-2777.303043	-2778.148651	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197
4.060000	-10.581197	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.831842	-2749.007643	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2778.069538	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882
4.080000	-10.580882	-10.580882	-10.580882	-10.581197	-10.581512	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.242634	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882
4.100000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.429092	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882
4.120000	-10.580882	-10.581197	-10.580882	-10.580566	-10.580882	-10.580566	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581512	-2747.097063	-2757.910136	-2748.851328	-2750.823359	-2759.085739	-2761.429092	-2777.224194	-2778.069538	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581512
4.140000	-10.580882	-10.581197	-10.580566	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.910136	-2748.773052	-2750.823359	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197
4.160000	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.823359	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882
4.180000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197
4.200000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.429092	-2777.303043	-2777.990665	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
4.220000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.145107	-2778.069538	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882
4.240000	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.164068	-2761.586119	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197
4.260000	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580566	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-2747.175008	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.429092	-2777.224194	-2777.911553	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882
4.280000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.581512	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.581512
4.300000	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.831842	-2748.929367	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.911553	-10.580882	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882
4.320000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.429092	-2777.224194	-2777.990665	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882
4.340000	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.988668	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882
4.360000	-10.580566	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580566	-10.580882	-2747.018882	-2757.831842	-2748.851328	-2750.901695	-2759.007173	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.581197	-10.580882	-10.580882	-10.580566	-10.580882
4.380000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
4.400000	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.910136	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882
4.420000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2778.069538	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882
4.440000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
4.460000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580566	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.303043	-2777.911553	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
4.480000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.911553	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197
4.500000	-10.581197	-10.581197	-10.580566	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.175008	-2757.910136	-2748.773052	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
4.520000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882
