8/27/2025
12:47:23 PM



Time	v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13
0.200000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882
0.220000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197
0.240000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512	-10.580882
0.260000	-10.580882	-10.580882	-10.580566	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.773052	-2750.823359	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
0.280000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
0.300000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2777.990665	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197
0.320000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.303043	-2778.069538	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882
0.340000	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-10.581197	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.164068	-2761.586119	-2777.224194	-2778.069538	-10.581197	-10.581197	-10.581197	-10.580882	-10.580882	-10.581197
0.360000	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.581512	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.164068	-2761.586119	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.581197	-10.581512	-10.580882	-10.580882
0.380000	-10.580882	-10.580882	-10.580566	-10.581197	-10.581197	-10.581512	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.773052	-2750.979794	-2759.164068	-2761.664752	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882
0.400000	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.988668	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.911553	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197
0.420000	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882	-2747.018882	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.581512	-10.580882	-10.580882	-10.580882	-10.580882
0.440000	-10.580882	-10.580882	-10.581197	-10.580566	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.929367	-2750.823359	-2759.164068	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197
0.460000	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580566	-10.580882	-10.581197	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.581197	-10.580566	-10.580882	-10.581197
0.480000	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.823359	-2759.085739	-2761.586119	-2777.145107	-2777.990665	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882
0.500000	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.164068	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197
0.520000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.429092	-2777.224194	-2777.990665	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
0.540000	-10.580882	-10.580566	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.753311	-2748.773052	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197
0.560000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.429092	-2777.303043	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197
0.580000	-10.581197	-10.581512	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-2747.175008	-2757.988668	-2748.929367	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882
0.600000	-10.580566	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580566	-2747.018882	-2757.831842	-2748.773052	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580566
0.620000	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.773052	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
0.640000	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.581197	-10.580882	-10.580566	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.164068	-2761.586119	-2777.224194	-2777.911553	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
0.660000	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.164068	-2761.507724	-2777.303043	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
0.680000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.145107	-2777.990665	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882
0.700000	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
0.720000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.581512	-10.581197	-10.581197	-10.580882	-10.580566	-10.580566	-10.580882	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.303043	-2778.148651	-10.581197	-10.581197	-10.580882	-10.580566	-10.580566	-10.580882
0.740000	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.580566	-2747.097063	-2757.910136	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.303043	-2777.990665	-10.581197	-10.581197	-10.580882	-10.581197	-10.581197	-10.580566
0.760000	-10.580251	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.581197	-10.580566	-10.580882	-10.580566	-10.580882	-10.580882	-2746.940701	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.911553	-10.581197	-10.580566	-10.580882	-10.580566	-10.580882	-10.580882
0.780000	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-2747.175008	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.586119	-2777.303043	-2777.990665	-10.581197	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882
0.800000	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.823359	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
0.820000	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882	-2747.175008	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580882
0.840000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580566	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580566	-10.580566	-10.580882	-10.581197	-10.580882
0.860000	-10.580566	-10.580882	-10.581197	-10.580566	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-2747.018882	-2757.831842	-2748.929367	-2750.823359	-2759.085739	-2761.429092	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882
0.880000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
0.900000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882
0.920000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197
0.940000	-10.580882	-10.581197	-10.581197	-10.581197	-10.581197	-10.580566	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.929367	-2750.979794	-2759.164068	-2761.429092	-2777.224194	-2777.990665	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882
0.960000	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.979794	-2759.085739	-2761.586119	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882
0.980000	-10.580882	-10.581197	-10.580882	-10.581197	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-2747.097063	-2757.910136	-2748.851328	-2750.979794	-2759.164068	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566
1.000000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882
1.020000	-10.580566	-10.581197	-10.580566	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197	-2747.018882	-2757.910136	-2748.773052	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.581197
1.040000	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882	-2747.175008	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.586119	-2777.145107	-2777.990665	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.580882
1.060000	-10.580566	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-2747.018882	-2757.831842	-2748.851328	-2750.901695	-2759.007173	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882
1.080000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2778.069538	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581512
1.100000	-10.580882	-10.580882	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-2747.097063	-2757.831842	-2748.929367	-2750.823359	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580566	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197
1.120000	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-10.581197	-10.581512	-10.580882	-2747.097063	-2757.831842	-2748.851328	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580882	-10.581197	-10.580882	-10.581197	-10.581512	-10.580882
1.140000	-10.580882	-10.580882	-10.581197	-10.580882	-10.580882	-10.580882	-10.580882	-10.580882	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882	-2747.097063	-2757.831842	-2748.929367	-2750.901695	-2759.085739	-2761.507724	-2777.224194	-2777.990665	-10.580566	-10.580882	-10.580882	-10.580882	-10.581197	-10.580882
1.160000	-10.580882	-10.581197	-10.581197	-10.580882	-10.581197	-10.580882	-10.580882	-10.581197	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882	-2747.097063	-2757.910136	-2748.929367	-2750.901695	-2759.164068	-2761.507724	-2777.224194	-2778.069538	-10.581197	-10.580566	-10.580882	-10.580882	-10.580882	-10.580882
